Source,Higher order category,Category definition,Metric dimension,Metric / Prompt definition,Metric code,Evaluation Type,Unit of observation,Dataset,Subject,Scale,Evaluation method,Judge Model
"(Wei et al., 2025) – EduDial",Content Quality,Content quality covers relevance (syllabus alignment) and coverage (knowledge point inclusion),Relevance,"Definition: Assessing whether the teaching content is relevant to the teaching outline of this lesson.

Assessment points:
• Whether the content aligns with the themes and objectives of the teaching outline
• Whether the content includes core concepts and knowledge points related to the course topic",Alignment to Constraints,Tutor,Conversation-level rubric,Synthetic conversation ,Math,Likert 1-5,LLM-as-Judge and manual expert review,Gpt-4o
"(Wei et al., 2025) – EduDial",Content Quality,Content quality covers relevance (syllabus alignment) and coverage (knowledge point inclusion),Coverage,"Definition: Assessing the proportion of teaching outline knowledge points covered by the teaching content.

Assessment points:
• The proportion of knowledge points in the teaching outline covered by the teaching content
• Whether the core concepts and key knowledge points in the teaching outline are covered",Alignment to Constraints,Tutor,Conversation-level rubric,Synthetic conversation ,Math,0-100%,LLM-as-Judge and manual expert review,Gpt-4o
"(Shi et al., 2025) – EducationQ",Holistic Interaction,"This perspective evaluates the overall effectiveness of the teaching interaction based on the complete dialogue, used in over_interaction_analysis().",Assessment Effectiveness,"Evaluates how well the teacher identifies students' current understanding and learning gaps, and how effectively they use this information to inform their teaching approach.",Assessment,LLMs-as-Teachers,Conversation,Teacher agent-student agent dialogue on standardized tests with pre/post-test results,"Business, Law, Psychology, Biology, Chemistry, History, Health, Economics, Math, Physics, Engineering, Philosophy, Computer Science",1-10,"Evaluator Agent, expert human review",GPT-4o
"(Shi et al., 2025) – EducationQ",Holistic Interaction,"This perspective evaluates the overall effectiveness of the teaching interaction based on the complete dialogue, used in over_interaction_analysis().",Questioning Effectiveness,"Assesses how well the teacher's questions stimulate reflection, clarify concepts, challenge misconceptions, and deepen understanding.",Overall Rating,LLMs-as-Teachers,Conversation,Teacher agent-student agent dialogue on standardized tests with pre/post-test results,"Business, Law, Psychology, Biology, Chemistry, History, Health, Economics, Math, Physics, Engineering, Philosophy, Computer Science",1-10,"Evaluator Agent, expert human review",GPT-4o
"(Shi et al., 2025) – EducationQ",Holistic Interaction,"This perspective evaluates the overall effectiveness of the teaching interaction based on the complete dialogue, used in over_interaction_analysis().",Feedback Effectiveness,"Evaluates the quality and impact of teacher feedback on student understanding, motivation, and self-regulated learning.",Instructional Support,LLMs-as-Teachers,Conversation,Teacher agent-student agent dialogue on standardized tests with pre/post-test results,"Business, Law, Psychology, Biology, Chemistry, History, Health, Economics, Math, Physics, Engineering, Philosophy, Computer Science",1-10,"Evaluator Agent, expert human review",GPT-4o
"(Shi et al., 2025) – EducationQ",Holistic Interaction,"This perspective evaluates the overall effectiveness of the teaching interaction based on the complete dialogue, used in over_interaction_analysis().",Instructional Adaptation Effectiveness,"Assesses how well the teacher modifies strategies, content, pace, and difficulty in real-time to meet student needs and enhance learning.",Adaptivity,LLMs-as-Teachers,Conversation,Teacher agent-student agent dialogue on standardized tests with pre/post-test results,"Business, Law, Psychology, Biology, Chemistry, History, Health, Economics, Math, Physics, Engineering, Philosophy, Computer Science",1-10,"Evaluator Agent, expert human review",GPT-4o
"(Shi et al., 2025) – EducationQ",Holistic Interaction,"This perspective evaluates the overall effectiveness of the teaching interaction based on the complete dialogue, used in over_interaction_analysis().",Learning Objective Achievement Effectiveness,"Evaluates how well the entire teaching interaction promotes conceptual understanding, skill development, and metacognitive ability enhancement.",Overall Rating,LLMs-as-Teachers,Conversation,Teacher agent-student agent dialogue on standardized tests with pre/post-test results,"Business, Law, Psychology, Biology, Chemistry, History, Health, Economics, Math, Physics, Engineering, Philosophy, Computer Science",1-10,"Evaluator Agent, expert human review",GPT-4o
"(Shi et al., 2025) – EducationQ",Teacher-centric question,"This perspective focuses solely on the quality and characteristics of the questions posed by the teacher, used in teacher_questions_analysis().",Question Relevance,Assess how well the questions target key learning goals and address critical areas of student understanding or misunderstanding.,Understanding Learner Goals,LLMs-as-Teachers,Conversation,Teacher agent-student agent dialogue on standardized tests with pre/post-test results,"Business, Law, Psychology, Biology, Chemistry, History, Health, Economics, Math, Physics, Engineering, Philosophy, Computer Science",1-10,"Evaluator Agent, expert human review",GPT-4o
"(Shi et al., 2025) – EducationQ",Teacher-centric question,"This perspective focuses solely on the quality and characteristics of the questions posed by the teacher, used in teacher_questions_analysis().",Cognitive Level,"Evaluate the distribution and advancement of questions across different levels of cognitive complexity (remembering, understanding, applying, analyzing, evaluating, creating).",Overall Rating,LLMs-as-Teachers,Conversation,Teacher agent-student agent dialogue on standardized tests with pre/post-test results,"Business, Law, Psychology, Biology, Chemistry, History, Health, Economics, Math, Physics, Engineering, Philosophy, Computer Science",1-10,"Evaluator Agent, expert human review",GPT-4o
"(Shi et al., 2025) – EducationQ",Teacher-centric question,"This perspective focuses solely on the quality and characteristics of the questions posed by the teacher, used in teacher_questions_analysis().",Knowledge Dimension,"Assess how well the questions cover and integrate different dimensions of knowledge (factual, conceptual, procedural, metacognitive), promoting comprehensive understanding.",Accuracy,LLMs-as-Teachers,Conversation,Teacher agent-student agent dialogue on standardized tests with pre/post-test results,"Business, Law, Psychology, Biology, Chemistry, History, Health, Economics, Math, Physics, Engineering, Philosophy, Computer Science",1-10,"Evaluator Agent, expert human review",GPT-4o
"(Shi et al., 2025) – EducationQ",Teacher-centric question,"This perspective focuses solely on the quality and characteristics of the questions posed by the teacher, used in teacher_questions_analysis().",Question Diversity,"Evaluate the teacher's use of various question types (e.g., Playground, Brainstorm, Focal, General Invitation, Lower-level Divergent, Analytic Convergent, Shotgun/Funnel) to stimulate diverse cognitive processes.",Instructional Support,LLMs-as-Teachers,Conversation,Teacher agent-student agent dialogue on standardized tests with pre/post-test results,"Business, Law, Psychology, Biology, Chemistry, History, Health, Economics, Math, Physics, Engineering, Philosophy, Computer Science",1-10,"Evaluator Agent, expert human review",GPT-4o
"(Shi et al., 2025) – EducationQ",Teacher-centric question,"This perspective focuses solely on the quality and characteristics of the questions posed by the teacher, used in teacher_questions_analysis().",Scaffolding Progression,"Assess how well the sequence of questions builds upon previous responses, incrementally increasing in complexity while providing necessary support.",Instructional Support,LLMs-as-Teachers,Conversation,Teacher agent-student agent dialogue on standardized tests with pre/post-test results,"Business, Law, Psychology, Biology, Chemistry, History, Health, Economics, Math, Physics, Engineering, Philosophy, Computer Science",1-10,"Evaluator Agent, expert human review",GPT-4o
"(Shi et al., 2025) – EducationQ",Teacher-centric question,"This perspective focuses solely on the quality and characteristics of the questions posed by the teacher, used in teacher_questions_analysis().",Metacognitive Promotion,"Evaluate how effectively questions prompt students to reflect on their own thinking processes, learning strategies, and self-regulation.",Metacognition,LLMs-as-Teachers,Conversation,Teacher agent-student agent dialogue on standardized tests with pre/post-test results,"Business, Law, Psychology, Biology, Chemistry, History, Health, Economics, Math, Physics, Engineering, Philosophy, Computer Science",1-10,"Evaluator Agent, expert human review",GPT-4o
"(Ding & Magerko, 2025) – TEACH-AI",n/a,n/a,Explainability,Does the AI explain its decisions clearly?,Instructional Support,Tutor,n/a,n/a,Domain independent,Yes/No checklist; Progressive Scale,n/a,n/a
"(Ding & Magerko, 2025) – TEACH-AI",n/a,n/a,Explainability,How would you verify the explanation?,n/a,Tutor,n/a,n/a,Domain independent,Yes/No checklist; Progressive Scale,n/a,n/a
"(Ding & Magerko, 2025) – TEACH-AI",n/a,n/a,Helpfulness,Does the AI support the task goal you set?,Understanding Learner Goals,Tutor,n/a,n/a,Domain independent,Yes/No checklist; Progressive Scale,n/a,n/a
"(Ding & Magerko, 2025) – TEACH-AI",n/a,n/a,Adaptivity,"How quickly does the AI provide adaptive feedback (e.g., latency)?",n/a,Tutor,n/a,n/a,Domain independent,Yes/No checklist; Progressive Scale,n/a,n/a
"(Ding & Magerko, 2025) – TEACH-AI",n/a,n/a,Consistency,"Does the system behave consistently across different conditions, prompts, or contexts?",Alignment to Constraints,Tutor,n/a,n/a,Domain independent,Yes/No checklist; Progressive Scale,n/a,n/a
"(Ding & Magerko, 2025) – TEACH-AI",n/a,n/a,Learning Exploration,"Does the AI foster creativity, learning transfer, and critical thinking?",Metacognition,Tutor,n/a,n/a,Domain independent,Yes/No checklist; Progressive Scale,n/a,n/a
"(Ding & Magerko, 2025) – TEACH-AI",n/a,n/a,Learning Exploration,"Does the AI foster emotional connection, motivation, and social reasoning?",Affect and Relational Support,Tutor,n/a,n/a,Domain independent,Yes/No checklist; Progressive Scale,n/a,n/a
"(Ding & Magerko, 2025) – TEACH-AI",n/a,n/a,System Usability,Was the AI easy to use and navigate?,Overall Rating,Tutor,n/a,n/a,Domain independent,Yes/No checklist; Progressive Scale,n/a,n/a
"(Ding & Magerko, 2025) – TEACH-AI",n/a,n/a,Responsibility and Ethics,Does the agent support diverse users equitably?,Alignment to Constraints,Tutor,n/a,n/a,Domain independent,Yes/No checklist; Progressive Scale,n/a,n/a
"(Ding & Magerko, 2025) – TEACH-AI",n/a,n/a,Responsibility and Ethics,Has a safety or privacy audit been conducted?,Safety,Tutor,n/a,n/a,Domain independent,Yes/No checklist; Progressive Scale,n/a,n/a
"(Ding & Magerko, 2025) – TEACH-AI",n/a,n/a,Accessibility,Does the system adapt effectively to my accessibility needs?,Adaptivity,Tutor,n/a,n/a,Domain independent,Yes/No checklist; Progressive Scale,n/a,n/a
"(Ding & Magerko, 2025) – TEACH-AI",n/a,n/a,Workflow Integration & Stakeholder Coordination,Were roles and responsibilities clear throughout the collaboration process?,n/a,Tutor,n/a,n/a,Domain independent,Yes/No checklist; Progressive Scale,n/a,n/a
"(Ding & Magerko, 2025) – TEACH-AI",n/a,n/a,Refinement,Does the feedback clearly identify areas that need correction?,Mistake Handling,Tutor,n/a,n/a,Domain independent,Yes/No checklist; Progressive Scale,n/a,n/a
"(Shi et al., 2026) – KMP-Bench",Overall Judgement Accuracy,n/a,Holistic win/lose/tie,n/a,Overall Rating,Tutor,Conversation,Simulated K-8 math tutoring dialogue,K-8 Math,Win rate,LLM and human expert evaluator,Gemini-2.0-Flash
"(Shi et al., 2026) – KMP-Bench",Composite Overall Accuracy,n/a,Average of General-Level Accuracy and mean of Principle-Level Accuracies,n/a,Overall Rating,Tutor,Conversation,Simulated K-8 math tutoring dialogue,K-8 Math,Win rate,LLM and human expert evaluator,Gemini-2.0-Flash
"(Shi et al., 2026) – KMP-Bench",General-Level Accuracy,n/a,Win rate,n/a,Overall Rating,Tutor,Conversation,Simulated K-8 math tutoring dialogue,K-8 Math,Win rate,LLM and human expert evaluator,Gemini-2.0-Flash
"(Shi et al., 2026) – KMP-Bench",Principle-Level Accuracy,n/a,Win rate,n/a,Accuracy,Tutor,Conversation,Simulated K-8 math tutoring dialogue,K-8 Math,Win rate,LLM and human expert evaluator,Gemini-2.0-Flash
"(Shi et al., 2026) – KMP-Bench",General Criteria,n/a,Linguistic Quality,NOT PUBLICLY AVAILABLE,N/A,Tutor,Conversation,Simulated K-8 math tutoring dialogue,K-8 Math,Win rate,LLM and human expert evaluator,Gemini-2.0-Flash
"(Shi et al., 2026) – KMP-Bench",General Criteria,n/a,Contextual Coherence and Relevance,"This criterion assesses and compares how well the Tutor Response and the Reference Response logically connect to the student’s immediately preceding turn in the Dialogue History, the broader dialogue context, and align with the overarching educational goals. The focus is on which response is more on-topic, a more sensible continuation, and more effectively serves the Learning Objectives and Student Profile defined in the Instructions",Alignment to Constraints,Tutor,Conversation,Simulated K-8 math tutoring dialogue,K-8 Math,Win rate,LLM and human expert evaluator,Gemini-2.0-Flash
"(Shi et al., 2026) – KMP-Bench",General Criteria,n/a,Adherence to persona and teaching style,"This criterion assesses and compares how well the Tutor Response and the Reference Response align with and exhibit the Tutor’s role, core persona (e.g., patient, encouraging, inquisitive, Socratic, direct instruction, focuses on misconceptions), and any specific teaching philosophies or styles explicitly defined within the Instructions. The evaluation should focus on which response more authentically and consistently embodies these guidelines",Alignment to Constraints,Tutor,Conversation,Simulated K-8 math tutoring dialogue,K-8 Math,Win rate,LLM and human expert evaluator,Gemini-2.0-Flash
"(Shi et al., 2026) – KMP-Bench",General Criteria,n/a,Adherence to specified principles,NOT PUBLICLY AVAILABLE,Overall Rating,Tutor,Conversation,Simulated K-8 math tutoring dialogue,K-8 Math,Win rate,LLM and human expert evaluator,Gemini-2.0-Flash
"(Shi et al., 2026) – KMP-Bench",Pedagogical Principle Criteria: Challenge,"Involves presenting tasks, problems, or questions that are appropriately difficult for the student, aiming to stimulate cognitive effort, encourage deeper thinking, and promote learning progression",Sub-criteria not publicly available,Sub-criteria not publicly available,Adaptivity,Tutor,Conversation,Simulated K-8 math tutoring dialogue,K-8 Math,Win rate,LLM and human expert evaluator,Gemini-2.0-Flash
"(Shi et al., 2026) – KMP-Bench",Pedagogical Principle Criteria: Explanation,"Refers to the tutor’s act of clearly articulating concepts, definitions, procedures, reasoning, or connections between ideas to enhance student comprehension and build foundational knowledge.",Sub-criteria not publicly available,Sub-criteria not publicly available,Instructional Support,Tutor,Conversation,Simulated K-8 math tutoring dialogue,K-8 Math,Win rate,LLM and human expert evaluator,Gemini-2.0-Flash
"(Shi et al., 2026) – KMP-Bench",Pedagogical Principle Criteria: Modelling,"Consists of the tutor demonstrating a skill, strategy, problem-solving approach, or thought process for the student to observe, learn from, and potentially emulate.",Sub-criteria not publicly available,Sub-criteria not publicly available,Instructional Support,Tutor,Conversation,Simulated K-8 math tutoring dialogue,K-8 Math,Win rate,LLM and human expert evaluator,Gemini-2.0-Flash
"(Shi et al., 2026) – KMP-Bench",Pedagogical Principle Criteria: Practice,"Entails providing structured opportunities for the student to actively apply their knowledge, skills, or understanding to relevant tasks or problems, thereby reinforcing learning and identifying areas for improvement.",Sub-criteria not publicly available,Sub-criteria not publicly available,Instructional Support,Tutor,Conversation,Simulated K-8 math tutoring dialogue,K-8 Math,Win rate,LLM and human expert evaluator,Gemini-2.0-Flash
"(Shi et al., 2026) – KMP-Bench",Pedagogical Principle Criteria: Questioning,"Involves the strategic use of questions by the tutor to stimulate student thought, check for understanding, guide the learning process, prompt reflection, or encourage elaboration.",Sub-criteria not publicly available,Sub-criteria not publicly available,Metacognition,Tutor,Conversation,Simulated K-8 math tutoring dialogue,K-8 Math,Win rate,LLM and human expert evaluator,Gemini-2.0-Flash
"(Shi et al., 2026) – KMP-Bench",Pedagogical Principle Criteria: Feedback,"Refers to providing students with specific, constructive, and actionable information about their performance, understanding, or engagement, with the goal of guiding their learning and helping them improve.",Sub-criteria not publicly available,Sub-criteria not publicly available,Engagement and Motivation,Tutor,Conversation,Simulated K-8 math tutoring dialogue,K-8 Math,Win rate,LLM and human expert evaluator,Gemini-2.0-Flash
